"role_id","role_name","permission_name","permission_resource","permission_action"
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,issues.manage,issues,manage
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,issues.view,issues,view
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,jobs.manage,jobs,manage
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,jobs.view,jobs,view
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,locations.manage,locations,manage
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,locations.view,locations,view
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,mappings.manage,mappings,manage
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,mappings.view,mappings,view
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,node_classes.manage,node_classes,manage
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,node_classes.view,node_classes,view
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,nodes.manage,nodes,manage
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,nodes.view,nodes,view
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,opportunities.manage,opportunities,manage
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,opportunities.view,opportunities,view
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,photos.manage,photos,manage
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,photos.view,photos,view
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,platform.mobile,platform,mobile
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,platform.web,platform,web
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,procedures.manage,procedures,manage
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,procedures.view,procedures,view
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,quotes.approve,quotes,approve
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,quotes.manage,quotes,manage
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,quotes.view,quotes,view
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,reports.generate,reports,generate
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,reports.manage,reports,manage
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,reports.view,reports,view
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,sessions.manage,sessions,manage
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,sessions.view,sessions,view
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,shortcuts.manage,shortcuts,manage
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,shortcuts.view,shortcuts,view
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,slds.manage,slds,manage
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,slds.share,slds,share
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,slds.view,slds,view
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,tasks.assign,tasks,assign
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,tasks.manage,tasks,manage
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,tasks.view,tasks,view
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,users.manage,users,manage
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,users.view,users,view
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,workorders.manage,workorders,manage
"242dbe6a-063c-4057-ac4a-a0d32a773fc8",Project Manager,workorders.view,workorders,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,accounts.manage,accounts,manage
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,accounts.view,accounts,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,attachments.delete,attachments,delete
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,attachments.manage,attachments,manage
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,attachments.manage_internal,attachments,manage_internal
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,attachments.manage_public,attachments,manage_public
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,attachments.move,attachments,move
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,attachments.update,attachments,update
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,attachments.upload,attachments,upload
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,attachments.view,attachments,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,attachments.view_internal,attachments,view_internal
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,attachments.view_public,attachments,view_public
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,bulk_operations.manage,bulk_operations,manage
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,bulk_operations.view,bulk_operations,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,company_data.view,company_data,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,contacts.manage,contacts,manage
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,contacts.view,contacts,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,data.export,data,export
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,data.import,data,import
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,devices.manage,devices,manage
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,devices.view,devices,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,edge_classes.manage,edge_classes,manage
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,edge_classes.view,edge_classes,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,edges.manage,edges,manage
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,edges.view,edges,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,features.arc_flash.view,features.arc_flash,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,features.assets.view,features.assets,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,features.attachments.view,features.attachments,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,features.condition_assessment.view,features.condition_assessment,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,features.connections.view,features.connections,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,features.equipment_insights.view,features.equipment_insights,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,features.issues.view,features.issues,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,features.jobs.view,features.jobs,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,features.locations.view,features.locations,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,features.nfpa70e.view,features.nfpa70e,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,features.opportunities.view,features.opportunities,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,features.planning.view,features.planning,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,features.scheduling.view,features.scheduling,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,features.site_overview.view,features.site_overview,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,features.site_visits.view,features.site_visits,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,features.slds.view,features.slds,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,features.tasks.view,features.tasks,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,folders.manage,folders,manage
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,form_instances.manage,form_instances,manage
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,form_instances.view,form_instances,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,forms.manage,forms,manage
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,forms.view,forms,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,ir_photos.delete,ir_photos,delete
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,ir_photos.upload,ir_photos,upload
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,issue_classes.manage,issue_classes,manage
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,issue_classes.view,issue_classes,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,issues.manage,issues,manage
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,issues.view,issues,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,jobs.manage,jobs,manage
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,jobs.view,jobs,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,locations.manage,locations,manage
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,locations.view,locations,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,mappings.manage,mappings,manage
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,mappings.view,mappings,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,node_classes.manage,node_classes,manage
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,node_classes.view,node_classes,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,nodes.manage,nodes,manage
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,nodes.view,nodes,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,opportunities.manage,opportunities,manage
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,opportunities.view,opportunities,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,photos.manage,photos,manage
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,photos.view,photos,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,platform.mobile,platform,mobile
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,procedures.manage,procedures,manage
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,procedures.view,procedures,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,quotes.approve,quotes,approve
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,quotes.manage,quotes,manage
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,quotes.view,quotes,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,reports.generate,reports,generate
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,reports.manage,reports,manage
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,reports.view,reports,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,sessions.manage,sessions,manage
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,sessions.view,sessions,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,shortcuts.manage,shortcuts,manage
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,shortcuts.view,shortcuts,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,slds.manage,slds,manage
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,slds.share,slds,share
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,slds.view,slds,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,tasks.assign,tasks,assign
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,tasks.manage,tasks,manage
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,tasks.view,tasks,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,users.view,users,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,workorders.manage,workorders,manage
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,workorders.view,workorders,view
e84a0fbb-0b89-4433-807c-4b7886e1cd6d,Technician,features.accounts.view,,
